"系組
代碼",校名,系組名,國文,英文,數學甲,數學乙,歷史,地理,公民與社會,物理,化學,生物,術科,"錄取人數
(含外加)","普通生
錄取分數"
2052,國立屏東大學            ,視覺藝術學系數位媒體設計組,2,1.5,0,1.5,0,0,0,0,0,0,0,5,328.03
2053,國立屏東大學            ,商業自動化與管理學系,1,2,0,2,0,0,0,0,0,0,0,1,370.20
2054,國立屏東大學            ,行銷與流通管理學系,1,2,0,2,0,0,0,0,0,0,0,1,379.60
2055,國立屏東大學            ,休閒事業經營學系,1.5,1.5,0,1,0,0,0,0,0,0,0,1,286.93
2056,國立屏東大學            ,不動產經營學系,1.5,1.25,0,1.5,0,0,0,0,0,0,0,2,321.39
2057,國立屏東大學            ,企業管理學系,1,1.5,0,1,0,0,0,0,0,0,0,3,254.55
2060,國立屏東大學            ,國際貿易學系,1,2,0,2,0,0,0,0,0,0,0,1,381.10
2061,國立屏東大學            ,財務金融學系,1,2,0,2,0,0,1,0,0,0,0,2,458.80
2062,國立屏東大學            ,會計學系,2,2,0,1.5,0,0,0,0,0,0,0,1,445.90
2063,國立屏東大學            ,應用化學系,0,1.5,1.5,0,0,0,0,0,2,0,0,19,259.60
2064,國立屏東大學            ,應用數學系,1,1,2,0,0,0,0,0,0,0,0,13,223.60
2065,國立屏東大學            ,應用物理系物理組,1,1,2,0,0,0,0,2,1.5,0,0,8,401.85
2066,國立屏東大學            ,應用物理系光電暨材料組,1,1,2,0,0,0,0,2,1.5,0,0,13,393.95
2067,國立屏東大學            ,科普傳播學系,1.5,1,1,0,0,0,0,0,0,1.25,0,11,256.33
2070,國立屏東大學            ,電腦與智慧型機器人學位學程,0,1,2,0,0,0,0,2,0,0,0,2,283.75
2071,國立屏東大學            ,電腦與通訊學系,1,2,2,0,0,0,0,0,0,0,0,2,296.20
2072,國立屏東大學            ,資訊工程學系,1,2,2,0,0,0,0,0,0,0,0,2,322.40
2073,國立屏東大學            ,資訊科學系,1.5,2,2,0,0,0,0,0,0,0,0,13,317.80
2074,國立屏東大學            ,資訊管理學系,1,2,0,2,0,0,0,0,0,0,0,2,372.60
2075,國立屏東大學            ,音樂學系,1,1,0,0,0,0,0,0,0,0,2,6,223.72
2076,國立屏東大學            ,視覺藝術學系造形藝術組,1.5,1.5,0,0,0,0,0,0,0,0,2,5,279.43
2077,國立屏東大學            ,體育學系,2,1.75,0,0,0,0,0,0,0,1,2,6,353.09
2100,國立臺東大學            ,教育學系,1.5,1.5,0,1,0,0,0,0,0,0,0,8,239.38
2101,國立臺東大學            ,文化資源與休閒產業學系,1.5,1,0,0,2,0,0,0,0,0,0,3,292.10
2102,國立臺東大學            ,幼兒教育學系,2,2,0,1.75,0,0,0,0,0,0,0,15,328.40
2103,國立臺東大學            ,特殊教育學系,2,1.75,0,1,0,0,0,0,0,0,0,9,280.78
2104,國立臺東大學            ,體育學系,2,1.5,0,1,0,0,0,0,0,0,0,9,244.60
2105,國立臺東大學            ,數位媒體與文教產業學系,2,1.5,0,1,0,0,0,0,0,0,0,3,284.05
2106,國立臺東大學            ,英美語文學系,1.5,2,0,0,1,1,0,0,0,0,0,10,345.70
2107,國立臺東大學            ,華語文學系,2,1.5,0,0,1,0,0,0,0,0,0,17,278.50
2110,國立臺東大學            ,身心整合與運動休閒產業學系,1,1,0,1,0,0,0,0,0,0,0,3,178.00
2111,國立臺東大學            ,公共與文化事務學系,1.5,0,0,0,1,1,2,0,0,0,0,6,412.80
2112,國立臺東大學            ,美術產業學系,2,1.75,0,0,0,0,0,0,0,0,2,31,283.54
2113,國立臺東大學            ,音樂學系,2,1.5,0,0,0,0,0,0,0,0,2,4,214.20
2114,國立臺東大學            ,應用數學系,2,1.5,2,0,0,0,0,0,0,0,0,6,310.93
2115,國立臺東大學            ,應用科學系化學及奈米科學組,1,1,1.5,0,0,0,0,1.5,2,0,0,7,364.20
2116,國立臺東大學            ,應用科學系應用物理組,1,1,1.5,0,0,0,0,2,1.5,0,0,4,361.65
2117,國立臺東大學            ,資訊管理學系,1.5,2,0,2,0,0,0,0,0,0,0,14,342.60
2120,國立臺東大學            ,資訊工程學系,1.5,2,2,0,0,0,0,0,0,0,0,9,309.80
2121,國立臺東大學            ,生命科學系,1.5,1,0,0,0,0,0,0,1,2,0,7,334.50
2122,國立臺東大學            ,綠色與資訊科技學士學位學程,1,1,0,2,0,0,0,0,0,0,0,5,262.25
2123,國立體育大學            ,體育推廣學系A,2,2,0,1.5,0,0,1,0,0,0,0,15,376.30
2124,國立體育大學            ,體育推廣學系B,2,1.75,0,1,0,0,0,0,0,0,1.75,15,328.18
2125,國立體育大學            ,運動保健學系A,2,2,1,0,0,0,0,0,0,1.75,1,9,378.43
